name,synonyms,name_sd,synonyms_sd,bm25,fw,bm25_fw,ensemble,match
Expedia Group Inc.,,expedia  ,,"[('EXPEDIA, INC.', 0.9), ('Expedia Pacific Ltd.', 0.8), ('LIBERTY EXPEDIA HOLDINGS, INC.', 0.7), ('EXPEDIA ONLINE TRAVEL SERVICES INDIA PRIVATE LIMITED', 0.6), ('M.E.N. GROUP S.R.L.', 0.5)]",,"[('EXPEDIA, INC.', 95), ('LIBERTY EXPEDIA HOLDINGS, INC.', 86), ('EXPEDIA ONLINE TRAVEL SERVICES INDIA PRIVATE LIMITED', 86), ('Expedia Pacific Ltd.', 61), ('M.E.N. GROUP S.R.L.', 50)]","{'EXPEDIA, INC.': 1.85, 'Expedia Pacific Ltd.': 1.4100000000000001, 'LIBERTY EXPEDIA HOLDINGS, INC.': 1.56, 'EXPEDIA ONLINE TRAVEL SERVICES INDIA PRIVATE LIMITED': 1.46, 'M.E.N. GROUP S.R.L.': 1.0}","EXPEDIA, INC."
Diageo plc,Diageo,diageo ,diageo,"[('DIAGEO PLC', 0.9), ('DIAGEO CAPITAL PLC', 0.8), ('DIAGEO RUSSIA B.V.', 0.7), ('DIAGEO IRELAND', 0.6), ('DIAGEO NEDERLAND B.V.', 0.5)]",,"[('DIAGEO PLC', 100), ('DIAGEO CAPITAL PLC', 86), ('DIAGEO RUSSIA B.V.', 86), ('DIAGEO NEDERLAND B.V.', 86), ('DIAGEO IRELAND', 71)]","{'DIAGEO PLC': 1.9, 'DIAGEO CAPITAL PLC': 1.6600000000000001, 'DIAGEO RUSSIA B.V.': 1.56, 'DIAGEO IRELAND': 1.31, 'DIAGEO NEDERLAND B.V.': 1.3599999999999999}",DIAGEO PLC
Invitation Homes,Invitation Homes Inc,invitation homes,invitation homes ,"[('Invitation Homes 4 L.P.', 0.9), ('Invitation Homes 5 L.P.', 0.8), ('Invitation Homes 6 L.P.', 0.7), ('Invitation Homes Operating Partnership LP', 0.6), ('HOMES S.P.A.', 0.5)]",,"[('Invitation Homes 4 L.P.', 95), ('Invitation Homes 5 L.P.', 95), ('Invitation Homes 6 L.P.', 95), ('Invitation Homes Operating Partnership LP', 90), ('HOMES S.P.A.', 59)]","{'Invitation Homes 4 L.P.': 1.85, 'Invitation Homes 5 L.P.': 1.75, 'Invitation Homes 6 L.P.': 1.65, 'Invitation Homes Operating Partnership LP': 1.5, 'HOMES S.P.A.': 1.0899999999999999}",Invitation Homes 4 L.P.
Travelers Companies Inc.,,travelers  ,,"[('TRAVELERS MANAGEMENT LIMITED', 0.9), ('Travelers Asia Pte. Ltd.', 0.8), ('TRAVELERS SPECIAL SERVICES LIMITED', 0.7), ('TRAVELERS SYNDICATE MANAGEMENT LIMITED', 0.6), ('TRAVELERS UNDERWRITING AGENCY LIMITED', 0.5)]",,"[('TRAVELERS SYNDICATE MANAGEMENT LIMITED', 86), ('TRAVELERS UNDERWRITING AGENCY LIMITED', 86), ('TRAVELERS MANAGEMENT LIMITED', 63), ('Travelers Asia Pte. Ltd.', 61), ('TRAVELERS SPECIAL SERVICES LIMITED', 60)]","{'TRAVELERS MANAGEMENT LIMITED': 1.53, 'Travelers Asia Pte. Ltd.': 1.4100000000000001, 'TRAVELERS SPECIAL SERVICES LIMITED': 1.2999999999999998, 'TRAVELERS SYNDICATE MANAGEMENT LIMITED': 1.46, 'TRAVELERS UNDERWRITING AGENCY LIMITED': 1.3599999999999999}",TRAVELERS MANAGEMENT LIMITED
Hitachi Construction Machinery,Hitachi Construction Machinery Co,hitachi construction machinery,hitachi construction machinery ,"[('Hitachi Construction Machinery (Europe) N.V.', 0.9), ('HITACHI CONSTRUCTION MACHINERY (UK) LIMITED', 0.8), ('DEERE-HITACHI CONSTRUCTION MACHINERY CORPORATION', 0.7), ('TATA HITACHI CONSTRUCTION MACHINERY COMPANY PRIVATE LIMITED', 0.6), ('L&T CONSTRUCTION MACHINERY LIMITED', 0.5)]",,"[('Hitachi Construction Machinery (Europe) N.V.', 95), ('HITACHI CONSTRUCTION MACHINERY (UK) LIMITED', 95), ('DEERE-HITACHI CONSTRUCTION MACHINERY CORPORATION', 90), ('TATA HITACHI CONSTRUCTION MACHINERY COMPANY PRIVATE LIMITED', 90), ('L&T CONSTRUCTION MACHINERY LIMITED', 81)]","{'Hitachi Construction Machinery (Europe) N.V.': 1.85, 'HITACHI CONSTRUCTION MACHINERY (UK) LIMITED': 1.75, 'DEERE-HITACHI CONSTRUCTION MACHINERY CORPORATION': 1.6, 'TATA HITACHI CONSTRUCTION MACHINERY COMPANY PRIVATE LIMITED': 1.5, 'L&T CONSTRUCTION MACHINERY LIMITED': 1.31}",Hitachi Construction Machinery (Europe) N.V.
Broadridge Financial Solutions Inc.,,broadridge financial solutions ,,"[('BROADRIDGE FINANCIAL SOLUTIONS LIMITED', 0.9), ('S&S FINANCIAL SOLUTIONS', 0.8), ('Financial Solutions S.A.', 0.7), ('Financial Process Solutions B.V.', 0.6), ('Gambit Financial Solutions', 0.5)]",,"[('S&S FINANCIAL SOLUTIONS', 90), ('BROADRIDGE FINANCIAL SOLUTIONS LIMITED', 89), ('Financial Solutions S.A.', 86), ('Gambit Financial Solutions', 80), ('Financial Process Solutions B.V.', 73)]","{'BROADRIDGE FINANCIAL SOLUTIONS LIMITED': 1.79, 'S&S FINANCIAL SOLUTIONS': 1.7000000000000002, 'Financial Solutions S.A.': 1.56, 'Financial Process Solutions B.V.': 1.33, 'Gambit Financial Solutions': 1.3}",BROADRIDGE FINANCIAL SOLUTIONS LIMITED
Vertex Pharmaceuticals Incorporated,,vertex pharmaceuticals incorporated,,"[('LIGAND PHARMACEUTICALS INCORPORATED', 0.9), ('VERTEX S.R.L.', 0.8), ('VERTEX', 0.7), ('Vertex Fund', 0.6), ('Vertex ehf.', 0.5)]",,"[('VERTEX', 90), ('VERTEX S.R.L.', 86), ('Vertex Fund', 86), ('Vertex ehf.', 86), ('LIGAND PHARMACEUTICALS INCORPORATED', 85)]","{'LIGAND PHARMACEUTICALS INCORPORATED': 1.75, 'VERTEX S.R.L.': 1.6600000000000001, 'VERTEX': 1.6, 'Vertex Fund': 1.46, 'Vertex ehf.': 1.3599999999999999}",LIGAND PHARMACEUTICALS INCORPORATED
Rémy Cointreau,Remy Cointreau,rémy cointreau,remy cointreau,"[('REMY COINTREAU', 0.9), ('FINANCIERE REMY COINTREAU SA/NV', 0.8), ('Työstökoneliike M. Koskela Oy', 0.7), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 0.6), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 0.5)]",,"[('REMY COINTREAU', 96), ('FINANCIERE REMY COINTREAU SA/NV', 86), ('Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry', 49), ('Työstökoneliike M. Koskela Oy', 39), ('Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf', 39)]","{'REMY COINTREAU': 1.8599999999999999, 'FINANCIERE REMY COINTREAU SA/NV': 1.6600000000000001, 'Työstökoneliike M. Koskela Oy': 1.0899999999999999, 'Työväen Sivistysliitto TSL ry, ruotsiksi Arbetarnas Bildningsförbund ABF rf': 0.99, 'Työväen Sivistysliiton Riihimäen-Lopen opintojärjestö ry': 0.99}",REMY COINTREAU
Ally Financial,Ally,ally financial,ally,"[('ALLY PROJECTS S.R.L.', 0.9), ('Ally Bank', 0.8), ('ALLY U.S. TRADING, LLC', 0.7), ('Dignity Ally Limited', 0.6), ('GEORG & ALLY BØLLINGS FAMILIELEGAT', 0.5)]",,"[('Ally Bank', 86), ('ALLY U.S. TRADING, LLC', 86), ('GEORG & ALLY BØLLINGS FAMILIELEGAT', 86), ('Dignity Ally Limited', 50), ('ALLY PROJECTS S.R.L.', 42)]","{'ALLY PROJECTS S.R.L.': 1.32, 'Ally Bank': 1.6600000000000001, 'ALLY U.S. TRADING, LLC': 1.56, 'Dignity Ally Limited': 1.1, 'GEORG & ALLY BØLLINGS FAMILIELEGAT': 1.3599999999999999}",Ally Bank
Coca-Cola European Partners,Coca-Cola European Partners plc,coca-cola european partners,coca-cola european partners ,"[('S.A. EUROPEAN PARTNERS', 0.9), ('KILDARE EUROPEAN PARTNERS I, L.P.', 0.8), ('European Capital Partners (Luxembourg) S.A.', 0.7), ('KILDARE EUROPEAN PARTNERS II, L.P.', 0.6), ('European Value Partners Neumarkter S.à.r.l.', 0.5)]",,"[('European Capital Partners (Luxembourg) S.A.', 86), ('European Value Partners Neumarkter S.à.r.l.', 86), ('S.A. EUROPEAN PARTNERS', 85), ('KILDARE EUROPEAN PARTNERS I, L.P.', 73), ('KILDARE EUROPEAN PARTNERS II, L.P.', 73)]","{'S.A. EUROPEAN PARTNERS': 1.75, 'KILDARE EUROPEAN PARTNERS I, L.P.': 1.53, 'European Capital Partners (Luxembourg) S.A.': 1.56, 'KILDARE EUROPEAN PARTNERS II, L.P.': 1.33, 'European Value Partners Neumarkter S.à.r.l.': 1.3599999999999999}",S.A. EUROPEAN PARTNERS
Sherwin-Williams Company,,sherwin-williams ,,"[('G. & P. COMPANY S.R.L.', 0.9), ('A.G.B. COMPANY S.P.A.', 0.8), ('R. & P. COMPANY S.R.L.', 0.7), ('G.P. Company B.V.', 0.6), ('I.MD-Company', 0.5)]",,"[('G.P. Company B.V.', 86), ('I.MD-Company', 86), ('R. & P. COMPANY S.R.L.', 61), ('G. & P. COMPANY S.R.L.', 55), ('A.G.B. COMPANY S.P.A.', 55)]","{'G. & P. COMPANY S.R.L.': 1.4500000000000002, 'A.G.B. COMPANY S.P.A.': 1.35, 'R. & P. COMPANY S.R.L.': 1.31, 'G.P. Company B.V.': 1.46, 'I.MD-Company': 1.3599999999999999}",G.P. Company B.V.
Old Dominion Freight Line,ODFL,old dominion freight line,odfl,"[('Old Dominion Freight Line, Inc.', 0.9), ('Freight Line Europe B.V.', 0.8), ('JBG/Old Dominion Office, L.L.C.', 0.7), ('Old Dominion National Bank', 0.6), ('OLD DOMINION ELECTRIC COOPERATIVE', 0.5)]",,"[('Old Dominion Freight Line, Inc.', 95), ('Freight Line Europe B.V.', 66), ('JBG/Old Dominion Office, L.L.C.', 66), ('Old Dominion National Bank', 63), ('OLD DOMINION ELECTRIC COOPERATIVE', 62)]","{'Old Dominion Freight Line, Inc.': 1.85, 'Freight Line Europe B.V.': 1.46, 'JBG/Old Dominion Office, L.L.C.': 1.3599999999999999, 'Old Dominion National Bank': 1.23, 'OLD DOMINION ELECTRIC COOPERATIVE': 1.12}","Old Dominion Freight Line, Inc."
PNC Financial Services Group Inc.,,pnc financial services  ,,"[('THE PNC FINANCIAL SERVICES GROUP, INC.', 0.9), ('THE PNC FINANCIAL SERVICES GROUP, INC. PENSION PLAN', 0.8), ('The PNC Financial Services Group, Inc. Pension Plan Trust', 0.7), ('Atlas Services Group Financial Services B.V.', 0.6), ('42 Financial Services a.s.', 0.5)]",,"[('THE PNC FINANCIAL SERVICES GROUP, INC.', 95), ('THE PNC FINANCIAL SERVICES GROUP, INC. PENSION PLAN', 87), ('The PNC Financial Services Group, Inc. Pension Plan Trust', 87), ('Atlas Services Group Financial Services B.V.', 82), ('42 Financial Services a.s.', 80)]","{'THE PNC FINANCIAL SERVICES GROUP, INC.': 1.85, 'THE PNC FINANCIAL SERVICES GROUP, INC. PENSION PLAN': 1.67, 'The PNC Financial Services Group, Inc. Pension Plan Trust': 1.5699999999999998, 'Atlas Services Group Financial Services B.V.': 1.42, '42 Financial Services a.s.': 1.3}","THE PNC FINANCIAL SERVICES GROUP, INC."
SL Green Realty Corp.,,sl green realty ,,"[('SL GREEN REALTY CORP.', 0.9), ('SL GREEN OPERATING PARTNERSHIP, L.P.', 0.8), ('GREEN CROPS SPAIN SL', 0.7), ('Green Village Realty, Ltd.', 0.6), ('GO GREEN REALTY, LLC', 0.5)]",,"[('SL GREEN REALTY CORP.', 100), ('SL GREEN OPERATING PARTNERSHIP, L.P.', 86), ('GO GREEN REALTY, LLC', 78), ('Green Village Realty, Ltd.', 71), ('GREEN CROPS SPAIN SL', 66)]","{'SL GREEN REALTY CORP.': 1.9, 'SL GREEN OPERATING PARTNERSHIP, L.P.': 1.6600000000000001, 'GREEN CROPS SPAIN SL': 1.3599999999999999, 'Green Village Realty, Ltd.': 1.31, 'GO GREEN REALTY, LLC': 1.28}",SL GREEN REALTY CORP.
Ted Baker,,ted baker,,"[('TED BAKER TRUST', 0.9), ('Ted Kool B.V.', 0.8), ('TED Global AG', 0.7), ('Ted de Braak B.V.', 0.6), ('Ted Jonkheer Beheer B.V.', 0.5)]",,"[('TED BAKER TRUST', 90), ('Ted de Braak B.V.', 86), ('Ted Jonkheer Beheer B.V.', 86), ('TED Global AG', 55), ('Ted Kool B.V.', 54)]","{'TED BAKER TRUST': 1.8, 'Ted Kool B.V.': 1.34, 'TED Global AG': 1.25, 'Ted de Braak B.V.': 1.46, 'Ted Jonkheer Beheer B.V.': 1.3599999999999999}",TED BAKER TRUST
BBGI Sicav SA,,bbgi sicav sa,,"[('BBGI FUND - BBGI Commodities (USD)', 0.9), ('BBGI FUND - BBGI Tactical Switzerland', 0.8), ('BBGI FUND', 0.7), ('BBGI Investments S.C.A.', 0.6), ('BBGI Fund - BBGI Share Energy (USD)', 0.5)]",,"[('BBGI FUND - BBGI Commodities (USD)', 86), ('BBGI FUND - BBGI Tactical Switzerland', 86), ('BBGI Investments S.C.A.', 86), ('BBGI Fund - BBGI Share Energy (USD)', 86), ('BBGI FUND', 59)]","{'BBGI FUND - BBGI Commodities (USD)': 1.76, 'BBGI FUND - BBGI Tactical Switzerland': 1.6600000000000001, 'BBGI FUND': 1.29, 'BBGI Investments S.C.A.': 1.46, 'BBGI Fund - BBGI Share Energy (USD)': 1.3599999999999999}",BBGI FUND - BBGI Commodities (USD)
Bridgestone Corp,,bridgestone ,,"[('Bridgestone Corporation', 0.9), ('Bridgestone Ireland Limited', 0.8), ('BRIDGESTONE AMERICAS, INC.', 0.7), ('BRIDGESTONE ITALIA MANUFACTURING S.P.A.', 0.6), ('BRIDGESTONE INDUSTRIAL LIMITED', 0.5)]",,"[('Bridgestone Ireland Limited', 86), ('BRIDGESTONE AMERICAS, INC.', 86), ('BRIDGESTONE ITALIA MANUFACTURING S.P.A.', 86), ('BRIDGESTONE INDUSTRIAL LIMITED', 86), ('Bridgestone Corporation', 82)]","{'Bridgestone Corporation': 1.72, 'Bridgestone Ireland Limited': 1.6600000000000001, 'BRIDGESTONE AMERICAS, INC.': 1.56, 'BRIDGESTONE ITALIA MANUFACTURING S.P.A.': 1.46, 'BRIDGESTONE INDUSTRIAL LIMITED': 1.3599999999999999}",Bridgestone Corporation
Washington H. Soul Pattinson,WHSP,washington h soul pattinson,whsp,"[('WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED', 0.9), ('SOUL S.R.L.', 0.8), ('BLUE SOUL S.R.L.', 0.7), ('Capital Soul B.V.', 0.6), ('SOUL MOVIE S.R.L.', 0.5)]",,"[('WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED', 90), ('SOUL S.R.L.', 86), ('BLUE SOUL S.R.L.', 86), ('Capital Soul B.V.', 86), ('SOUL MOVIE S.R.L.', 86)]","{'WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED': 1.8, 'SOUL S.R.L.': 1.6600000000000001, 'BLUE SOUL S.R.L.': 1.56, 'Capital Soul B.V.': 1.46, 'SOUL MOVIE S.R.L.': 1.3599999999999999}",WASHINGTON H. SOUL PATTINSON AND COMPANY LIMITED
Mitsubishi Materials Corporation,MMC,mitsubishi materials ,mmc,"[('Mitsubishi Materials U.S.A. Corporation', 0.9), ('Mitsubishi Corporation', 0.8), ('MITSUBISHI CORPORATION (AMERICAS)', 0.7), ('MITSUBISHI INTERNATIONAL CORPORATION', 0.6), ('Mitsubishi Tanabe Pharma Corporation', 0.5)]",,"[('Mitsubishi Materials U.S.A. Corporation', 95), ('Mitsubishi Corporation', 95), ('MITSUBISHI CORPORATION (AMERICAS)', 87), ('MITSUBISHI INTERNATIONAL CORPORATION', 85), ('Mitsubishi Tanabe Pharma Corporation', 79)]","{'Mitsubishi Materials U.S.A. Corporation': 1.85, 'Mitsubishi Corporation': 1.75, 'MITSUBISHI CORPORATION (AMERICAS)': 1.5699999999999998, 'MITSUBISHI INTERNATIONAL CORPORATION': 1.45, 'Mitsubishi Tanabe Pharma Corporation': 1.29}",Mitsubishi Materials U.S.A. Corporation
James Hardie Industries,James Hardie Industries plc,james hardie industries,james hardie industries ,"[('James Hardie Industries Plc', 0.9), ('James Hardie Europe B.V.', 0.8), ('James Hardie International Holdings Limited', 0.7), ('James Hardie Australia Pty Ltd', 0.6), ('James Hardie Building Products Inc', 0.5)]",,"[('James Hardie Industries Plc', 95), ('James Hardie International Holdings Limited', 86), ('James Hardie Europe B.V.', 70), ('James Hardie Australia Pty Ltd', 68), ('James Hardie Building Products Inc', 67)]","{'James Hardie Industries Plc': 1.85, 'James Hardie Europe B.V.': 1.5, 'James Hardie International Holdings Limited': 1.56, 'James Hardie Australia Pty Ltd': 1.28, 'James Hardie Building Products Inc': 1.17}",James Hardie Industries Plc
Neurocrine Biosciences,,neurocrine biosciences,,"[('VIBRANT BIOSCIENCES', 0.9), ('ViroClinics Biosciences B.V.', 0.8), ('Crossbeta Biosciences B.V.', 0.7), ('AGROWIN BIOSCIENCES S.R.L.', 0.6), ('Amersham Biosciences', 0.5)]",,"[('VIBRANT BIOSCIENCES', 69), ('ViroClinics Biosciences B.V.', 69), ('AGROWIN BIOSCIENCES S.R.L.', 68), ('Amersham Biosciences', 67), ('Crossbeta Biosciences B.V.', 64)]","{'VIBRANT BIOSCIENCES': 1.5899999999999999, 'ViroClinics Biosciences B.V.': 1.49, 'Crossbeta Biosciences B.V.': 1.3399999999999999, 'AGROWIN BIOSCIENCES S.R.L.': 1.28, 'Amersham Biosciences': 1.17}",VIBRANT BIOSCIENCES
Hochtief,Hochtief Aktiengesellschaft,hochtief,hochtief aktiengesellschaft,"[('HOCHTIEF Aktiengesellschaft', 0.9), ('HOCHTIEF ViCon GmbH', 0.8), ('HOCHTIEF Americas GmbH', 0.7), ('HOCHTIEF Building GmbH', 0.6), ('HOCHTIEF Infrastructure GmbH', 0.5)]",,"[('HOCHTIEF Aktiengesellschaft', 90), ('HOCHTIEF ViCon GmbH', 90), ('HOCHTIEF Americas GmbH', 90), ('HOCHTIEF Building GmbH', 90), ('HOCHTIEF Infrastructure GmbH', 90)]","{'HOCHTIEF Aktiengesellschaft': 1.8, 'HOCHTIEF ViCon GmbH': 1.7000000000000002, 'HOCHTIEF Americas GmbH': 1.6, 'HOCHTIEF Building GmbH': 1.5, 'HOCHTIEF Infrastructure GmbH': 1.4}",HOCHTIEF Aktiengesellschaft
Asahi Group Holdings,,asahi  holdings,,"[('Asahi Beer U.S.A., Inc.', 0.9), ('ASAHI UK LTD', 0.8), ('ASAHI/AMERICA, INC.', 0.7), ('ASAHI BREWERIES EUROPE LTD', 0.6), ('Asahi Kasei Europe GmbH', 0.5)]",,"[('ASAHI UK LTD', 86), ('ASAHI/AMERICA, INC.', 53), ('Asahi Kasei Europe GmbH', 53), ('Asahi Beer U.S.A., Inc.', 52), ('ASAHI BREWERIES EUROPE LTD', 52)]","{'Asahi Beer U.S.A., Inc.': 1.42, 'ASAHI UK LTD': 1.6600000000000001, 'ASAHI/AMERICA, INC.': 1.23, 'ASAHI BREWERIES EUROPE LTD': 1.12, 'Asahi Kasei Europe GmbH': 1.03}",ASAHI UK LTD
National Bank Of Canada,NBC Bank,national bank of canada,nbc bank,"[('NATIONAL BANK OF CANADA', 0.9), ('NATIONAL BANK OF CANADA FINANCIAL INC.', 0.8), ('NATIONAL BANK OF CANADA FINANCIAL GROUP INC.', 0.7), ('National Bank of Pakistan', 0.6), ('NATIONAL BANK OF OMAN', 0.5)]",,"[('NATIONAL BANK OF CANADA', 100), ('NATIONAL BANK OF CANADA FINANCIAL INC.', 90), ('NATIONAL BANK OF CANADA FINANCIAL GROUP INC.', 90), ('NATIONAL BANK OF OMAN', 86), ('National Bank of Pakistan', 79)]","{'NATIONAL BANK OF CANADA': 1.9, 'NATIONAL BANK OF CANADA FINANCIAL INC.': 1.7000000000000002, 'NATIONAL BANK OF CANADA FINANCIAL GROUP INC.': 1.6, 'National Bank of Pakistan': 1.3900000000000001, 'NATIONAL BANK OF OMAN': 1.3599999999999999}",NATIONAL BANK OF CANADA
Tyler Technologies,Tyler Technologies Inc,tyler technologies,tyler technologies ,"[('TYLER 436 LLC', 0.9), ('8341 Tyler Blvd, L.L.C.', 0.8), ('Tyler Hilger', 0.7), ('Tyler Rental, Inc.', 0.6), ('TYLER EVENTS LIMITED', 0.5)]",,"[('Tyler Hilger', 86), ('TYLER EVENTS LIMITED', 58), ('Tyler Rental, Inc.', 57), ('TYLER 436 LLC', 53), ('8341 Tyler Blvd, L.L.C.', 41)]","{'TYLER 436 LLC': 1.4300000000000002, '8341 Tyler Blvd, L.L.C.': 1.21, 'Tyler Hilger': 1.56, 'Tyler Rental, Inc.': 1.17, 'TYLER EVENTS LIMITED': 1.08}",Tyler Hilger
Kubota Corporation,Kubota,kubota ,kubota,"[('KUBOTA CREDIT CORPORATION, U.S.A.', 0.9), ('Kubota Manufacturing of America Corporation', 0.8), ('KUBOTA CREDIT FUNDING, LLC', 0.7), ('KUBOTA AGRICULTURAL MACHINERY INDIA PRIVATE LIMITED', 0.6), ('CONTROL4 CORPORATION', 0.5)]",,"[('KUBOTA CREDIT CORPORATION, U.S.A.', 86), ('Kubota Manufacturing of America Corporation', 86), ('KUBOTA AGRICULTURAL MACHINERY INDIA PRIVATE LIMITED', 86), ('CONTROL4 CORPORATION', 74), ('KUBOTA CREDIT FUNDING, LLC', 55)]","{'KUBOTA CREDIT CORPORATION, U.S.A.': 1.76, 'Kubota Manufacturing of America Corporation': 1.6600000000000001, 'KUBOTA CREDIT FUNDING, LLC': 1.25, 'KUBOTA AGRICULTURAL MACHINERY INDIA PRIVATE LIMITED': 1.46, 'CONTROL4 CORPORATION': 1.24}","KUBOTA CREDIT CORPORATION, U.S.A."
Aeon Co,Aeon,aeon ,aeon,"[('AEON GARMENTS', 0.9), ('Aeon Co., Ltd.', 0.8), ('Aeon Capital', 0.7), ('AEON FUNDS ICAV - AEON GROWTH FUND', 0.6), ('AEON FUNDS ICAV', 0.5)]",,"[('Aeon Co., Ltd.', 90), ('AEON GARMENTS', 86), ('Aeon Capital', 86), ('AEON FUNDS ICAV - AEON GROWTH FUND', 86), ('AEON FUNDS ICAV', 86)]","{'AEON GARMENTS': 1.76, 'Aeon Co., Ltd.': 1.7000000000000002, 'Aeon Capital': 1.56, 'AEON FUNDS ICAV - AEON GROWTH FUND': 1.46, 'AEON FUNDS ICAV': 1.3599999999999999}",AEON GARMENTS
Woodside Energy,Woodside Petroleum,woodside energy,woodside petroleum,"[('FPA4 Woodside, LLC', 0.9), ('4050 WOODSIDE LLC', 0.8), ('WOODSIDE DEVELOPMENT CO.', 0.7), ('Woodside Park, LLC', 0.6), ('WOODSIDE ELECTRONICS CORPORATION', 0.5)]",,"[('WOODSIDE DEVELOPMENT CO.', 86), ('WOODSIDE ELECTRONICS CORPORATION', 86), ('FPA4 Woodside, LLC', 66), ('4050 WOODSIDE LLC', 66), ('Woodside Park, LLC', 66)]","{'FPA4 Woodside, LLC': 1.56, '4050 WOODSIDE LLC': 1.46, 'WOODSIDE DEVELOPMENT CO.': 1.56, 'Woodside Park, LLC': 1.26, 'WOODSIDE ELECTRONICS CORPORATION': 1.3599999999999999}","FPA4 Woodside, LLC"
Zebra Technologies,Zebra Technologies Corporation,zebra technologies,zebra technologies ,"[('ZEBRA TECHNOLOGIES CORPORATION', 0.9), ('Zebra Technologies UK Limited', 0.8), ('ZEBRA S.A.', 0.7), ('ZEBRA TECHNOLOGIES INDIA PRIVATE LIMITED', 0.6), ('ZEBRA TECHNOLOGIES ASIA PACIFIC PTE. LTD.', 0.5)]",,"[('ZEBRA TECHNOLOGIES CORPORATION', 90), ('Zebra Technologies UK Limited', 90), ('ZEBRA TECHNOLOGIES INDIA PRIVATE LIMITED', 90), ('ZEBRA TECHNOLOGIES ASIA PACIFIC PTE. LTD.', 90), ('ZEBRA S.A.', 86)]","{'ZEBRA TECHNOLOGIES CORPORATION': 1.8, 'Zebra Technologies UK Limited': 1.7000000000000002, 'ZEBRA S.A.': 1.56, 'ZEBRA TECHNOLOGIES INDIA PRIVATE LIMITED': 1.5, 'ZEBRA TECHNOLOGIES ASIA PACIFIC PTE. LTD.': 1.4}",ZEBRA TECHNOLOGIES CORPORATION
CDW Corporation,CDW,cdw ,cdw,"[('cdw Stiftung', 0.9), ('CDW LIMITED', 0.8), ('CDW Steuerberatungsgesellschaft mbH', 0.7), ('V.F. CORPORATION', 0.6), ('3737 CORPORATION', 0.5)]",,"[('CDW Steuerberatungsgesellschaft mbH', 86), ('V.F. CORPORATION', 81), ('3737 CORPORATION', 81), ('cdw Stiftung', 52), ('CDW LIMITED', 41)]","{'cdw Stiftung': 1.42, 'CDW LIMITED': 1.21, 'CDW Steuerberatungsgesellschaft mbH': 1.56, 'V.F. CORPORATION': 1.4100000000000001, '3737 CORPORATION': 1.31}",CDW Steuerberatungsgesellschaft mbH
Restaurant Brands International,Restaurant Brands International Inc.,restaurant brands international,restaurant brands international ,"[('Restaurant Brands International Inc.', 0.9), ('FAVOR International Brands', 0.8), ('Brands International Corporation', 0.7), ('SABMILLER INTERNATIONAL BRANDS LIMITED', 0.6), ('Barr Brands International, Inc.', 0.5)]",,"[('Restaurant Brands International Inc.', 95), ('FAVOR International Brands', 83), ('Barr Brands International, Inc.', 78), ('Brands International Corporation', 75), ('SABMILLER INTERNATIONAL BRANDS LIMITED', 74)]","{'Restaurant Brands International Inc.': 1.85, 'FAVOR International Brands': 1.63, 'Brands International Corporation': 1.45, 'SABMILLER INTERNATIONAL BRANDS LIMITED': 1.3399999999999999, 'Barr Brands International, Inc.': 1.28}",Restaurant Brands International Inc.
Paycom Software,Paycom,paycom software,paycom,"[('D. & D. SOFTWARE S.R.L.', 0.9), ('A.M.G. SOFTWARE S.R.L.', 0.8), ('C.R.P. SOFTWARE S.R.L.', 0.7), ('SOFTWARE SOFTWARE COMPANY LIMITED', 0.6), ('E2 Software Oy', 0.5)]",,"[('SOFTWARE SOFTWARE COMPANY LIMITED', 86), ('E2 Software Oy', 69), ('D. & D. SOFTWARE S.R.L.', 66), ('A.M.G. SOFTWARE S.R.L.', 66), ('C.R.P. SOFTWARE S.R.L.', 66)]","{'D. & D. SOFTWARE S.R.L.': 1.56, 'A.M.G. SOFTWARE S.R.L.': 1.46, 'C.R.P. SOFTWARE S.R.L.': 1.3599999999999999, 'SOFTWARE SOFTWARE COMPANY LIMITED': 1.46, 'E2 Software Oy': 1.19}",D. & D. SOFTWARE S.R.L.
